user_id,user_type,date,category,amount,payment
Sophia Brown,Freelancer,2026-02-23 12:26:03.183359,Income,2855.09,UPI
Benjamin Clark,Freelancer,2026-03-04 12:26:03.183365,Entertainment,-4936.15,Card
Liam Johnson,Freelancer,2026-04-11 12:26:03.183371,Income,7504.01,Card
Daniel Walker,Freelancer,2026-03-06 12:26:03.183377,Shopping,-2298.28,UPI
Matthew Allen,Freelancer,2026-03-10 12:26:03.183383,Travel,-2062.64,UPI
Sophia Brown,Freelancer,2026-03-18 12:26:03.183389,Travel,-1451.24,UPI
Harper Hall,Freelancer,2026-05-02 12:26:03.183395,Food,-5046.46,UPI
Sophia Brown,Freelancer,2026-03-27 12:26:03.183401,Food,-7942.46,Card
Benjamin Clark,Freelancer,2026-04-28 12:26:03.183411,Travel,-1942.39,Card
Aarav Sharma,Freelancer,2026-04-03 12:26:03.183418,Entertainment,-7831.85,Card
Olivia Martinez,Freelancer,2026-02-05 12:26:03.183424,Food,-5145.57,Card
Harper Hall,Freelancer,2026-04-07 12:26:03.183430,Travel,-1942.74,UPI
Isabella Anderson,Freelancer,2026-04-16 12:26:03.183439,Food,-5660.17,UPI
Evelyn Young,Freelancer,2026-05-03 12:26:03.183445,Travel,-6743.59,Cash
Charlotte Harris,Freelancer,2026-03-18 12:26:03.183451,Entertainment,-1556.78,Card
Grace Scott,Freelancer,2026-02-07 12:26:03.183457,Entertainment,-4300.22,Card
Alexander Lee,Freelancer,2026-04-22 12:26:03.183463,Entertainment,-980.38,Card
Liam Johnson,Freelancer,2026-04-25 12:26:03.183469,Travel,-3302.93,UPI
Emma Wilson,Freelancer,2026-02-09 12:26:03.183476,Income,2993.52,Card
Daniel Walker,Freelancer,2026-03-04 12:26:03.183482,Entertainment,-4008.06,Card
Mia White,Freelancer,2026-04-22 12:26:03.183488,Shopping,-1986.2,Cash
Evelyn Young,Freelancer,2026-02-03 12:26:03.183494,Income,6508.45,Card
Harper Hall,Freelancer,2026-05-06 12:26:03.183500,Food,-4273.52,Card
Grace Scott,Freelancer,2026-04-03 12:26:03.183505,Income,3707.07,Cash
Matthew Allen,Freelancer,2026-01-28 12:26:03.183512,Food,-2644.01,Cash
Grace Scott,Freelancer,2026-02-21 12:26:03.183518,Food,-5133.76,Card
Liam Johnson,Freelancer,2026-03-31 12:26:03.183524,Travel,-7480.55,Card
Sophia Brown,Freelancer,2026-02-23 12:26:03.183530,Travel,-4331.7,Card
Daniel Walker,Freelancer,2026-04-15 12:26:03.183536,Bills,-6102.39,UPI
Harper Hall,Freelancer,2026-03-03 12:26:03.183542,Shopping,-6670.03,Card
Mia White,Freelancer,2026-02-11 12:26:03.183550,Food,-3894.51,Cash
Aarav Sharma,Freelancer,2026-01-27 12:26:03.183556,Entertainment,-2994.95,Cash
Harper Hall,Freelancer,2026-02-19 12:26:03.183563,Food,-7177.59,Cash
Charlotte Harris,Freelancer,2026-03-05 12:26:03.183574,Shopping,-2419.24,UPI
Olivia Martinez,Freelancer,2026-04-29 12:26:03.183588,Bills,-1650.76,Card
Sophia Brown,Freelancer,2026-05-03 12:26:03.183602,Entertainment,-939.26,UPI
Daniel Walker,Freelancer,2026-04-06 12:26:03.183615,Food,-1904.7,Cash
Grace Scott,Freelancer,2026-05-12 12:26:03.183623,Travel,-1157.06,Card
Mia White,Freelancer,2026-02-16 12:26:03.183629,Shopping,-2745.88,UPI
Matthew Allen,Freelancer,2026-02-02 12:26:03.183635,Entertainment,-7959.11,Card
Liam Johnson,Freelancer,2026-02-27 12:26:03.183642,Shopping,-6300.94,Card
Emma Wilson,Freelancer,2026-01-27 12:26:03.183651,Entertainment,-6262.48,Card
James Thomas,Freelancer,2026-03-11 12:26:03.183658,Entertainment,-7683.69,Card
Aarav Sharma,Freelancer,2026-02-15 12:26:03.183664,Shopping,-2159.04,Cash
Alexander Lee,Freelancer,2026-03-16 12:26:03.183670,Food,-1456.98,Cash
Noah Davis,Freelancer,2026-02-08 12:26:03.183676,Entertainment,-5542.85,UPI
Daniel Walker,Freelancer,2026-02-08 12:26:03.183682,Food,-2546.28,UPI
Harper Hall,Freelancer,2026-05-12 12:26:03.183692,Shopping,-5052.67,UPI
Charlotte Harris,Freelancer,2026-02-14 12:26:03.183698,Food,-3477.4,Cash
Harper Hall,Freelancer,2026-04-06 12:26:03.183704,Bills,-1089.47,UPI
Matthew Allen,Freelancer,2026-02-19 12:26:03.183717,Travel,-3842.81,Card
Noah Davis,Freelancer,2026-05-13 12:26:03.183723,Travel,-3557.85,UPI
Isabella Anderson,Freelancer,2026-04-20 12:26:03.183730,Bills,-4925.65,UPI
Isabella Anderson,Freelancer,2026-05-01 12:26:03.183736,Bills,-6290.11,Cash
Harper Hall,Freelancer,2026-01-19 12:26:03.183742,Income,7398.23,UPI
Ethan Taylor,Freelancer,2026-01-25 12:26:03.183748,Income,3474.66,UPI
Aarav Sharma,Freelancer,2026-02-06 12:26:03.183754,Travel,-4066.77,Cash
Isabella Anderson,Freelancer,2026-05-06 12:26:03.183763,Shopping,-1254.55,Cash
Grace Scott,Freelancer,2026-02-03 12:26:03.183776,Travel,-5537.19,Cash
Evelyn Young,Freelancer,2026-03-20 12:26:03.183790,Entertainment,-6915.76,Card
Isabella Anderson,Freelancer,2026-03-22 12:26:03.183798,Travel,-6603.37,UPI
Matthew Allen,Freelancer,2026-01-25 12:26:03.183805,Income,5104.19,Cash
Benjamin Clark,Freelancer,2026-02-10 12:26:03.183811,Bills,-5540.79,Card
Harper Hall,Freelancer,2026-02-11 12:26:03.183817,Bills,-4327.94,UPI
Alexander Lee,Freelancer,2026-01-20 12:26:03.183823,Entertainment,-1019.11,UPI
Henry King,Freelancer,2026-01-17 12:26:03.183829,Entertainment,-339.32,UPI
Aarav Sharma,Freelancer,2026-04-19 12:26:03.183835,Bills,-3540.93,UPI
Harper Hall,Freelancer,2026-02-26 12:26:03.183841,Travel,-1893.24,Cash
Henry King,Freelancer,2026-04-28 12:26:03.183847,Bills,-6292.89,Card
Liam Johnson,Freelancer,2026-02-06 12:26:03.183854,Shopping,-1351.2,Cash
Matthew Allen,Freelancer,2026-03-31 12:26:03.183860,Income,3578.76,Cash
James Thomas,Freelancer,2026-05-01 12:26:03.183866,Bills,-5577.41,Cash
Mia White,Freelancer,2026-02-10 12:26:03.183872,Entertainment,-5555.16,Card
Mia White,Freelancer,2026-03-10 12:26:03.183878,Income,4811.13,UPI
Matthew Allen,Freelancer,2026-02-18 12:26:03.183884,Shopping,-2696.4,Cash
Amelia Lewis,Freelancer,2026-04-17 12:26:03.183890,Income,2412.81,Card
Noah Davis,Freelancer,2026-01-30 12:26:03.183896,Income,1239.96,UPI
Sophia Brown,Freelancer,2026-03-07 12:26:03.183902,Income,4735.45,Card
Charlotte Harris,Freelancer,2026-02-09 12:26:03.183908,Income,509.62,Card
Charlotte Harris,Freelancer,2026-01-31 12:26:03.183914,Shopping,-6905.11,Card
Liam Johnson,Freelancer,2026-03-29 12:26:03.183920,Income,4989.15,UPI
Ethan Taylor,Freelancer,2026-02-17 12:26:03.183926,Shopping,-4299.97,Cash
Harper Hall,Freelancer,2026-04-18 12:26:03.183932,Travel,-1007.47,UPI
Alexander Lee,Freelancer,2026-01-18 12:26:03.183938,Shopping,-3055.73,Card
Charlotte Harris,Freelancer,2026-03-07 12:26:03.183944,Entertainment,-7825.63,UPI
Benjamin Clark,Freelancer,2026-02-06 12:26:03.183950,Shopping,-3845.3,Card
Charlotte Harris,Freelancer,2026-05-06 12:26:03.183957,Food,-970.94,UPI
Ethan Taylor,Freelancer,2026-04-01 12:26:03.183963,Food,-2238.55,Card
Alexander Lee,Freelancer,2026-02-20 12:26:03.183969,Food,-1491.76,UPI
Henry King,Freelancer,2026-02-05 12:26:03.183975,Shopping,-4785.22,Cash
Olivia Martinez,Freelancer,2026-04-25 12:26:03.183981,Income,6177.3,Cash
Ethan Taylor,Freelancer,2026-03-04 12:26:03.183987,Income,464.81,Card
Henry King,Freelancer,2026-04-11 12:26:03.184006,Income,2621.19,UPI
Isabella Anderson,Freelancer,2026-04-04 12:26:03.184013,Entertainment,-1657.55,Card
Henry King,Freelancer,2026-04-28 12:26:03.184019,Travel,-1641.91,Cash
Grace Scott,Freelancer,2026-02-16 12:26:03.184026,Entertainment,-6423.89,Card
Ethan Taylor,Freelancer,2026-01-19 12:26:03.184032,Income,1193.24,Cash
Alexander Lee,Freelancer,2026-04-29 12:26:03.184038,Shopping,-893.53,Cash
Daniel Walker,Freelancer,2026-03-20 12:26:03.184045,Food,-7033.27,Card
Matthew Allen,Freelancer,2026-04-29 12:26:03.184051,Entertainment,-2768.76,Card
Benjamin Clark,Freelancer,2026-04-23 12:26:03.184057,Travel,-1288.52,UPI
Olivia Martinez,Freelancer,2026-05-09 12:26:03.184063,Travel,-1921.42,Cash
Noah Davis,Freelancer,2026-04-30 12:26:03.184069,Travel,-1896.59,UPI
Sophia Brown,Freelancer,2026-05-03 12:26:03.184075,Bills,-6453.18,UPI
Isabella Anderson,Freelancer,2026-02-15 12:26:03.184081,Shopping,-813.81,Card
Emma Wilson,Freelancer,2026-02-24 12:26:03.184091,Shopping,-3858.03,Cash
Grace Scott,Freelancer,2026-04-19 12:26:03.184097,Shopping,-4586.6,Card
Harper Hall,Freelancer,2026-02-13 12:26:03.184103,Bills,-4828.93,Card
Daniel Walker,Freelancer,2026-03-01 12:26:03.184110,Food,-6535.39,Card
Henry King,Freelancer,2026-05-11 12:26:03.184115,Food,-6033.9,UPI
Grace Scott,Freelancer,2026-04-13 12:26:03.184122,Income,2421.91,Card
Isabella Anderson,Freelancer,2026-04-04 12:26:03.184128,Travel,-3491.82,Cash
Isabella Anderson,Freelancer,2026-03-20 12:26:03.184134,Entertainment,-5759.2,UPI
Amelia Lewis,Freelancer,2026-01-17 12:26:03.184140,Food,-6606.54,UPI
Daniel Walker,Freelancer,2026-01-26 12:26:03.184146,Shopping,-6788.8,UPI
Liam Johnson,Freelancer,2026-04-20 12:26:03.184152,Entertainment,-5704.22,Cash
Charlotte Harris,Freelancer,2026-02-03 12:26:03.184158,Bills,-7947.83,Cash
Alexander Lee,Freelancer,2026-01-24 12:26:03.184164,Bills,-6622.32,UPI
Benjamin Clark,Freelancer,2026-01-21 12:26:03.184176,Shopping,-4421.44,Cash
Ethan Taylor,Freelancer,2026-03-14 12:26:03.184183,Bills,-6342.64,UPI
Matthew Allen,Freelancer,2026-01-22 12:26:03.184189,Food,-1035.95,UPI
Grace Scott,Freelancer,2026-03-19 12:26:03.184222,Shopping,-3473.46,Cash
Charlotte Harris,Freelancer,2026-02-26 12:26:03.184229,Bills,-990.9,Cash
Emma Wilson,Freelancer,2026-04-18 12:26:03.184235,Food,-4834.38,Card
James Thomas,Freelancer,2026-01-18 12:26:03.184242,Income,6990.64,Card
Sophia Brown,Freelancer,2026-03-25 12:26:03.184248,Shopping,-3685.13,UPI
Isabella Anderson,Freelancer,2026-05-03 12:26:03.184254,Travel,-1456.31,Card
Aarav Sharma,Freelancer,2026-01-19 12:26:03.184260,Income,4459.57,Cash
Amelia Lewis,Freelancer,2026-02-14 12:26:03.184266,Shopping,-3210.51,Card
James Thomas,Freelancer,2026-03-23 12:26:03.184272,Entertainment,-1854.25,Cash
Matthew Allen,Freelancer,2026-05-03 12:26:03.184279,Entertainment,-3997.89,UPI
Grace Scott,Freelancer,2026-02-10 12:26:03.184285,Food,-5027.95,Cash
Matthew Allen,Freelancer,2026-02-13 12:26:03.184292,Shopping,-2441.84,UPI
Alexander Lee,Freelancer,2026-02-11 12:26:03.184298,Travel,-7510.52,UPI
Isabella Anderson,Freelancer,2026-04-25 12:26:03.184304,Food,-3095.94,Cash
Ethan Taylor,Freelancer,2026-03-02 12:26:03.184314,Food,-7927.66,Cash
Alexander Lee,Freelancer,2026-05-10 12:26:03.184320,Bills,-3608.81,Card
Noah Davis,Freelancer,2026-02-26 12:26:03.184326,Shopping,-1807.02,UPI
Matthew Allen,Freelancer,2026-05-10 12:26:03.184332,Bills,-7058.12,Card
Emma Wilson,Freelancer,2026-02-16 12:26:03.184338,Income,2863.06,Card
James Thomas,Freelancer,2026-03-11 12:26:03.184344,Bills,-4960.74,Cash
Evelyn Young,Freelancer,2026-02-06 12:26:03.184352,Food,-6789.01,Cash
Emma Wilson,Freelancer,2026-02-03 12:26:03.184358,Income,1616.05,Card
Sophia Brown,Freelancer,2026-04-30 12:26:03.184364,Travel,-780.91,Card
Grace Scott,Freelancer,2026-03-02 12:26:03.184371,Income,1077.87,UPI
Olivia Martinez,Freelancer,2026-01-17 12:26:03.184377,Entertainment,-7976.78,Card
Ethan Taylor,Freelancer,2026-04-15 12:26:03.184383,Entertainment,-2019.43,Cash
Henry King,Freelancer,2026-03-02 12:26:03.184389,Entertainment,-7923.0,Card
Benjamin Clark,Freelancer,2026-05-08 12:26:03.184395,Entertainment,-5645.11,Card
Daniel Walker,Freelancer,2026-02-14 12:26:03.184401,Bills,-533.79,Cash
Evelyn Young,Freelancer,2026-05-01 12:26:03.184407,Income,6923.88,Card
Benjamin Clark,Freelancer,2026-03-16 12:26:03.184413,Shopping,-5012.89,Cash
Charlotte Harris,Freelancer,2026-03-08 12:26:03.184419,Shopping,-2637.28,UPI
Benjamin Clark,Freelancer,2026-05-05 12:26:03.184425,Food,-4919.28,Cash
Liam Johnson,Freelancer,2026-04-21 12:26:03.184431,Income,5978.88,Cash
Mia White,Freelancer,2026-04-29 12:26:03.184437,Entertainment,-3935.6,Card
Charlotte Harris,Freelancer,2026-04-05 12:26:03.184443,Food,-5642.52,Card
Ethan Taylor,Freelancer,2026-04-22 12:26:03.184450,Bills,-7883.8,Cash
Charlotte Harris,Freelancer,2026-03-02 12:26:03.184456,Travel,-3659.72,Cash
Matthew Allen,Freelancer,2026-04-18 12:26:03.184462,Income,4041.55,Card
Isabella Anderson,Freelancer,2026-03-09 12:26:03.184468,Shopping,-2298.77,UPI
Olivia Martinez,Freelancer,2026-03-29 12:26:03.184474,Food,-5902.47,Cash
Matthew Allen,Freelancer,2026-05-17 12:26:03.184480,Shopping,-5530.74,Card
Ethan Taylor,Freelancer,2026-05-14 12:26:03.184486,Bills,-755.08,UPI
Matthew Allen,Freelancer,2026-03-11 12:26:03.184492,Shopping,-6256.34,Cash
Ethan Taylor,Freelancer,2026-04-15 12:26:03.184498,Income,7949.61,Card
Daniel Walker,Freelancer,2026-05-06 12:26:03.184504,Travel,-4079.98,UPI
Evelyn Young,Freelancer,2026-03-16 12:26:03.184510,Entertainment,-1935.31,Cash
Aarav Sharma,Freelancer,2026-04-23 12:26:03.184516,Bills,-2462.99,UPI
Liam Johnson,Freelancer,2026-05-17 12:26:03.184525,Food,-3717.45,UPI
Alexander Lee,Freelancer,2026-03-24 12:26:03.184531,Travel,-1610.44,Cash
Charlotte Harris,Freelancer,2026-03-25 12:26:03.184538,Shopping,-1722.69,Cash
Charlotte Harris,Freelancer,2026-02-05 12:26:03.184544,Entertainment,-5534.15,UPI
Isabella Anderson,Freelancer,2026-04-13 12:26:03.184550,Food,-2088.59,Card
Harper Hall,Freelancer,2026-02-23 12:26:03.184556,Bills,-733.68,UPI
James Thomas,Freelancer,2026-05-15 12:26:03.184562,Food,-7924.81,Cash
Mia White,Freelancer,2026-04-07 12:26:03.184568,Shopping,-1531.28,UPI
Emma Wilson,Freelancer,2026-02-15 12:26:03.184574,Entertainment,-308.66,Cash
Alexander Lee,Freelancer,2026-01-24 12:26:03.184583,Bills,-4891.36,Cash
James Thomas,Freelancer,2026-02-17 12:26:03.184589,Bills,-4356.82,Cash
Harper Hall,Freelancer,2026-01-29 12:26:03.184595,Food,-7262.42,Card
James Thomas,Freelancer,2026-03-02 12:26:03.184601,Bills,-6832.82,Card
Matthew Allen,Freelancer,2026-04-10 12:26:03.184607,Shopping,-5436.58,UPI
James Thomas,Freelancer,2026-02-04 12:26:03.184613,Food,-7405.26,Card
Matthew Allen,Freelancer,2026-04-20 12:26:03.184619,Travel,-409.11,UPI
Daniel Walker,Freelancer,2026-02-07 12:26:03.184625,Income,3072.71,Card
Isabella Anderson,Freelancer,2026-05-01 12:26:03.184631,Travel,-5662.2,Cash
Harper Hall,Freelancer,2026-04-05 12:26:03.184637,Shopping,-6536.7,Cash
Matthew Allen,Freelancer,2026-02-24 12:26:03.184643,Travel,-1878.72,Cash
Grace Scott,Freelancer,2026-05-15 12:26:03.184649,Food,-4919.79,Card
Sophia Brown,Freelancer,2026-03-20 12:26:03.184655,Income,4019.27,Card
Daniel Walker,Freelancer,2026-02-28 12:26:03.184661,Food,-5237.88,Cash
Charlotte Harris,Freelancer,2026-05-03 12:26:03.184667,Bills,-6946.85,UPI
Charlotte Harris,Freelancer,2026-03-22 12:26:03.184673,Income,7253.91,Cash
Henry King,Freelancer,2026-04-05 12:26:03.184679,Income,4468.89,UPI
Ethan Taylor,Freelancer,2026-05-10 12:26:03.184685,Shopping,-3454.24,Card
Isabella Anderson,Freelancer,2026-03-26 12:26:03.184691,Income,1008.59,Card
Harper Hall,Freelancer,2026-01-28 12:26:03.184697,Food,-4737.43,Card
Evelyn Young,Freelancer,2026-03-18 12:26:03.184703,Travel,-3642.23,Card
Isabella Anderson,Freelancer,2026-03-04 12:26:03.184709,Bills,-3106.75,UPI
Isabella Anderson,Freelancer,2026-02-13 12:26:03.184715,Shopping,-1021.1,Card
Evelyn Young,Freelancer,2026-03-21 12:26:03.184721,Bills,-4916.25,Cash
Emma Wilson,Freelancer,2026-02-04 12:26:03.184726,Travel,-6987.48,UPI
Henry King,Freelancer,2026-02-15 12:26:03.184733,Food,-3672.56,Cash
Henry King,Freelancer,2026-04-02 12:26:03.184739,Bills,-3218.08,Cash
Liam Johnson,Freelancer,2026-04-18 12:26:03.184745,Travel,-6040.87,Card
Noah Davis,Freelancer,2026-03-26 12:26:03.184751,Bills,-6697.23,UPI
Henry King,Freelancer,2026-02-18 12:26:03.184757,Income,4349.63,Cash
Harper Hall,Freelancer,2026-02-26 12:26:03.184763,Bills,-7183.1,UPI
Noah Davis,Freelancer,2026-01-20 12:26:03.184769,Food,-2069.83,Cash
Emma Wilson,Freelancer,2026-04-23 12:26:03.184775,Shopping,-1647.53,Cash
Henry King,Freelancer,2026-01-21 12:26:03.184781,Travel,-1196.83,Cash
Grace Scott,Freelancer,2026-02-24 12:26:03.184787,Income,811.04,UPI
Aarav Sharma,Freelancer,2026-03-28 12:26:03.184793,Income,3284.45,Card
Liam Johnson,Freelancer,2026-02-05 12:26:03.184799,Shopping,-5861.06,Cash
Mia White,Freelancer,2026-02-05 12:26:03.184805,Travel,-2075.26,Card
Noah Davis,Freelancer,2026-04-28 12:26:03.184811,Travel,-7090.03,UPI
Ethan Taylor,Freelancer,2026-04-22 12:26:03.184817,Income,4717.33,Card
Ethan Taylor,Freelancer,2026-04-26 12:26:03.184826,Entertainment,-5146.43,UPI
Daniel Walker,Freelancer,2026-01-18 12:26:03.184832,Travel,-7588.09,Cash
Noah Davis,Freelancer,2026-02-14 12:26:03.184840,Entertainment,-7687.7,UPI
Liam Johnson,Freelancer,2026-04-21 12:26:03.184846,Travel,-6680.24,UPI
Alexander Lee,Freelancer,2026-03-22 12:26:03.184852,Bills,-5988.63,Card
Isabella Anderson,Freelancer,2026-04-02 12:26:03.184858,Bills,-747.96,Cash
Amelia Lewis,Freelancer,2026-04-04 12:26:03.184864,Bills,-3643.42,Card
Emma Wilson,Freelancer,2026-01-25 12:26:03.184871,Entertainment,-3540.84,Card
Matthew Allen,Freelancer,2026-02-24 12:26:03.184877,Food,-7935.09,Card
James Thomas,Freelancer,2026-04-21 12:26:03.184883,Income,1854.62,UPI
Liam Johnson,Freelancer,2026-01-31 12:26:03.184889,Shopping,-1811.93,Cash
James Thomas,Freelancer,2026-03-29 12:26:03.184895,Food,-7713.26,Card
Charlotte Harris,Freelancer,2026-04-02 12:26:03.184901,Entertainment,-6685.83,Cash
Mia White,Freelancer,2026-05-12 12:26:03.184907,Income,2040.57,Cash
Aarav Sharma,Freelancer,2026-02-05 12:26:03.184913,Entertainment,-7291.61,Cash
Harper Hall,Freelancer,2026-02-01 12:26:03.184922,Income,3585.88,UPI
James Thomas,Freelancer,2026-05-08 12:26:03.184928,Food,-2786.62,Cash
Aarav Sharma,Freelancer,2026-03-31 12:26:03.184934,Shopping,-7280.27,Cash
Charlotte Harris,Freelancer,2026-05-11 12:26:03.184940,Entertainment,-2422.58,Card
Olivia Martinez,Freelancer,2026-02-18 12:26:03.184946,Income,6445.01,UPI
Henry King,Freelancer,2026-03-28 12:26:03.184952,Income,5501.15,UPI
Sophia Brown,Freelancer,2026-02-22 12:26:03.184958,Bills,-1179.79,UPI
Aarav Sharma,Freelancer,2026-05-03 12:26:03.184964,Travel,-5496.04,Cash
Alexander Lee,Freelancer,2026-04-20 12:26:03.184970,Income,6157.33,Card
Benjamin Clark,Freelancer,2026-04-03 12:26:03.184976,Entertainment,-4407.62,Card
Evelyn Young,Freelancer,2026-02-17 12:26:03.184982,Income,3525.91,Cash
Ethan Taylor,Freelancer,2026-03-21 12:26:03.184988,Income,4997.57,Cash
James Thomas,Freelancer,2026-02-17 12:26:03.184994,Travel,-6955.14,Card
Emma Wilson,Freelancer,2026-04-03 12:26:03.184999,Shopping,-3771.25,UPI
Liam Johnson,Freelancer,2026-01-17 12:26:03.185005,Food,-4360.76,UPI
Benjamin Clark,Freelancer,2026-02-14 12:26:03.185012,Food,-6377.83,UPI
Olivia Martinez,Freelancer,2026-05-06 12:26:03.185018,Bills,-4323.95,Card
Liam Johnson,Freelancer,2026-04-26 12:26:03.185024,Food,-4320.74,Cash
Amelia Lewis,Freelancer,2026-02-03 12:26:03.185030,Food,-4215.61,UPI
Grace Scott,Freelancer,2026-05-10 12:26:03.185036,Income,3404.11,Cash
Daniel Walker,Freelancer,2026-01-30 12:26:03.185042,Bills,-7006.21,Cash
Grace Scott,Freelancer,2026-02-10 12:26:03.185048,Income,746.72,UPI
James Thomas,Freelancer,2026-04-29 12:26:03.185054,Income,5241.27,Card
Alexander Lee,Freelancer,2026-05-04 12:26:03.185060,Food,-763.97,Card
Sophia Brown,Freelancer,2026-02-26 12:26:03.185066,Shopping,-3999.81,UPI
Emma Wilson,Freelancer,2026-05-11 12:26:03.185072,Shopping,-6424.12,Cash
Daniel Walker,Freelancer,2026-05-08 12:26:03.185078,Food,-1236.12,Card
Noah Davis,Freelancer,2026-01-28 12:26:03.185084,Food,-1859.17,UPI
Noah Davis,Freelancer,2026-03-06 12:26:03.185090,Shopping,-6380.04,Cash
Amelia Lewis,Freelancer,2026-02-15 12:26:03.185099,Travel,-3268.29,Card
James Thomas,Freelancer,2026-05-12 12:26:03.185105,Travel,-6859.81,Card
Aarav Sharma,Freelancer,2026-05-06 12:26:03.185111,Food,-1799.97,Card
Amelia Lewis,Freelancer,2026-04-01 12:26:03.185117,Income,2281.4,UPI
Isabella Anderson,Freelancer,2026-05-08 12:26:03.185123,Food,-5898.8,Card
Alexander Lee,Freelancer,2026-01-21 12:26:03.185130,Food,-4514.01,Card
Emma Wilson,Freelancer,2026-01-23 12:26:03.185139,Food,-316.17,Cash
Grace Scott,Freelancer,2026-04-14 12:26:03.185145,Income,4161.18,Cash
Aarav Sharma,Freelancer,2026-04-17 12:26:03.185152,Income,7654.73,Card
Evelyn Young,Freelancer,2026-02-18 12:26:03.185158,Food,-7869.33,Cash
Evelyn Young,Freelancer,2026-04-29 12:26:03.185164,Income,2659.2,UPI
Grace Scott,Freelancer,2026-02-13 12:26:03.185171,Shopping,-4449.74,UPI
Ethan Taylor,Freelancer,2026-01-28 12:26:03.185177,Travel,-2965.5,UPI
Harper Hall,Freelancer,2026-03-05 12:26:03.185183,Food,-6500.1,Card
Ethan Taylor,Freelancer,2026-03-30 12:26:03.185189,Income,2014.84,UPI
Mia White,Freelancer,2026-01-30 12:26:03.185195,Food,-207.75,Cash
Alexander Lee,Freelancer,2026-03-19 12:26:03.185201,Income,2458.44,UPI
Emma Wilson,Freelancer,2026-04-24 12:26:03.185207,Income,2978.2,Card
Isabella Anderson,Freelancer,2026-04-17 12:26:03.185214,Income,5048.63,Cash
Noah Davis,Freelancer,2026-02-11 12:26:03.185220,Travel,-7370.22,UPI
Daniel Walker,Freelancer,2026-02-23 12:26:03.185226,Bills,-3389.38,UPI
Aarav Sharma,Freelancer,2026-03-17 12:26:03.185232,Income,6044.07,UPI
Emma Wilson,Freelancer,2026-05-14 12:26:03.185238,Food,-7377.98,Cash
Henry King,Freelancer,2026-03-09 12:26:03.185245,Income,3758.33,UPI
Daniel Walker,Freelancer,2026-02-23 12:26:03.185251,Bills,-4302.62,Cash
Daniel Walker,Freelancer,2026-05-03 12:26:03.185257,Bills,-3088.63,UPI
Alexander Lee,Freelancer,2026-02-28 12:26:03.185263,Food,-648.45,Card
Amelia Lewis,Freelancer,2026-03-01 12:26:03.185269,Entertainment,-1970.22,Cash
Charlotte Harris,Freelancer,2026-03-08 12:26:03.185275,Bills,-7128.96,UPI
Aarav Sharma,Freelancer,2026-03-23 12:26:03.185281,Income,6605.84,UPI
Daniel Walker,Freelancer,2026-05-05 12:26:03.185287,Bills,-2761.75,Card
Benjamin Clark,Freelancer,2026-04-09 12:26:03.185293,Bills,-6058.22,Card
Henry King,Freelancer,2026-03-18 12:26:03.185299,Entertainment,-3325.35,UPI
Matthew Allen,Freelancer,2026-04-21 12:26:03.185305,Shopping,-5997.52,UPI
Evelyn Young,Freelancer,2026-01-22 12:26:03.185314,Shopping,-3555.03,Card
Emma Wilson,Freelancer,2026-04-21 12:26:03.185320,Bills,-682.22,Cash
Charlotte Harris,Freelancer,2026-03-25 12:26:03.185326,Shopping,-5680.98,UPI
Emma Wilson,Freelancer,2026-04-05 12:26:03.185332,Food,-3298.8,Card
Evelyn Young,Freelancer,2026-01-26 12:26:03.185338,Entertainment,-846.16,Card
Alexander Lee,Freelancer,2026-04-22 12:26:03.185344,Travel,-5685.91,Card
Amelia Lewis,Freelancer,2026-03-21 12:26:03.185350,Travel,-6513.65,Cash
James Thomas,Freelancer,2026-03-04 12:26:03.185356,Bills,-7245.27,UPI
Benjamin Clark,Freelancer,2026-01-20 12:26:03.185362,Entertainment,-250.19,Card
Sophia Brown,Freelancer,2026-02-10 12:26:03.185372,Travel,-6417.17,UPI
Evelyn Young,Freelancer,2026-02-27 12:26:03.185378,Travel,-4530.81,Card
Charlotte Harris,Freelancer,2026-01-31 12:26:03.185384,Entertainment,-217.33,Card
Emma Wilson,Freelancer,2026-03-08 12:26:03.185390,Food,-3165.18,Cash
Alexander Lee,Freelancer,2026-02-26 12:26:03.185396,Shopping,-6476.78,UPI
Harper Hall,Freelancer,2026-01-21 12:26:03.185402,Income,7325.33,UPI
Daniel Walker,Freelancer,2026-01-28 12:26:03.185407,Food,-2165.03,Cash
Olivia Martinez,Freelancer,2026-04-28 12:26:03.185414,Travel,-6352.3,Cash
Daniel Walker,Freelancer,2026-03-21 12:26:03.185420,Travel,-2492.54,UPI
Charlotte Harris,Freelancer,2026-02-12 12:26:03.185426,Travel,-2584.26,Card
Alexander Lee,Freelancer,2026-05-06 12:26:03.185432,Food,-4916.43,UPI
Amelia Lewis,Freelancer,2026-04-16 12:26:03.185438,Entertainment,-1575.13,UPI
Noah Davis,Freelancer,2026-02-01 12:26:03.185444,Entertainment,-583.19,UPI
Benjamin Clark,Freelancer,2026-04-23 12:26:03.185450,Travel,-4755.45,Cash
Matthew Allen,Freelancer,2026-03-06 12:26:03.185456,Travel,-220.27,Cash
Sophia Brown,Freelancer,2026-03-02 12:26:03.185462,Food,-7011.68,Card
Evelyn Young,Freelancer,2026-05-14 12:26:03.185468,Food,-2099.53,Cash
Charlotte Harris,Freelancer,2026-04-15 12:26:03.185474,Travel,-286.75,Card
